Version: 2, OpenDRIVE: ./ALKS_Road_straight.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot
1.900, 1, CutInVehicle, 91.667, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 3.769
1.925, 0, Ego, 37.083, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.702
1.925, 1, CutInVehicle, 91.944, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 4.562
1.950, 0, Ego, 37.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.893
1.950, 1, CutInVehicle, 92.222, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 5.356
1.975, 0, Ego, 37.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 6.083
1.975, 1, CutInVehicle, 92.500, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 6.150
2.000, 0, Ego, 38.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.990
2.000, 1, CutInVehicle, 92.778, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 0.660
2.025, 0, Ego, 38.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.181
2.025, 1, CutInVehicle, 93.056, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 1.454
2.050, 0, Ego, 39.167, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 3.371
2.050, 1, CutInVehicle, 93.333, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 2.248
2.075, 0, Ego, 39.583, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.562
2.075, 1, CutInVehicle, 93.611, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 3.041
2.100, 0, Ego, 40.000, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.752
2.100, 1, CutInVehicle, 93.889, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 3.835
2.125, 0, Ego, 40.417, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.660
2.125, 1, CutInVehicle, 94.167, -11.500, 0.000, 0.000, 0.000, 0.000, 11.111, 0.000, 4.628
2.150, 0, Ego, 40.833, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.850
