Version: 2, OpenDRIVE: ./circle.xodr, 3DModel: ./circle.osgb
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot
0.975, 2, Sedan3, 87.572, 1.259, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 5.831
0.975, 3, Sedan4, -79.269, 6.990, 0.000, 1.629, 0.000, 0.000, 17.882, -0.047, 5.831
1.000, 0, Sedan, -140.160, 13.654, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 0.825
1.000, 1, Sedan2, -4.666, -66.036, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 0.825
1.000, 2, Sedan3, 87.125, 1.250, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 0.825
1.000, 3, Sedan4, -79.293, 7.436, 0.000, 1.623, 0.000, 0.000, 17.882, -0.047, 0.825
1.025, 0, Sedan, -139.713, 13.660, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 2.102
1.025, 1, Sedan2, -4.650, -65.589, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 2.102
1.025, 2, Sedan3, 86.678, 1.242, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 2.102
1.025, 3, Sedan4, -79.315, 7.883, 0.000, 1.616, 0.000, 0.000, 17.882, -0.047, 2.102
1.050, 0, Sedan, -139.266, 13.665, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 3.379
1.050, 1, Sedan2, -4.634, -65.142, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 3.379
1.050, 2, Sedan3, 86.231, 1.233, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 3.379
1.050, 3, Sedan4, -79.333, 8.330, 0.000, 1.609, 0.000, 0.000, 17.882, -0.047, 3.379
1.075, 0, Sedan, -138.819, 13.671, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 4.657
1.075, 1, Sedan2, -4.618, -64.695, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 4.657
1.075, 2, Sedan3, 85.784, 1.225, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 4.657
1.075, 3, Sedan4, -79.349, 8.776, 0.000, 1.602, 0.000, 0.000, 17.882, -0.047, 4.657
1.100, 0, Sedan, -138.372, 13.676, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 5.934
1.100, 1, Sedan2, -4.602, -64.249, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 5.934
1.100, 2, Sedan3, 85.337, 1.216, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 5.934
1.100, 3, Sedan4, -79.362, 9.223, 0.000, 1.596, 0.000, 0.000, 17.882, -0.047, 5.934
1.125, 0, Sedan, -137.925, 13.682, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 0.928
1.125, 1, Sedan2, -4.586, -63.802, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 0.928
1.125, 2, Sedan3, 84.890, 1.208, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 0.928
1.125, 3, Sedan4, -79.371, 9.670, 0.000, 1.589, 0.000, 0.000, 17.882, -0.047, 0.928
1.150, 0, Sedan, -137.478, 13.688, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 2.205
1.150, 1, Sedan2, -4.570, -63.355, 0.000, 1.535, 0.000, 0.000, 17.882, 0.000, 2.205
1.150, 2, Sedan3, 84.443, 1.200, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 2.205
1.150, 3, Sedan4, -79.378, 10.119, 0.000, 1.583, 0.000, 0.000, 17.882, -0.040, 2.205
1.175, 0, Sedan, -137.031, 13.693, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 3.482
1.175, 1, Sedan2, -4.556, -62.845, 0.000, 1.571, 0.000, 0.000, 17.882, 0.013, 3.482
1.175, 2, Sedan3, 83.996, 1.191, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 3.482
1.175, 3, Sedan4, -79.403, 10.684, 0.000, 1.651, 0.000, 0.000, 17.882, -0.027, 3.482
1.200, 0, Sedan, -136.584, 13.699, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 4.760
1.200, 1, Sedan2, -4.570, -62.398, 0.000, 1.631, 0.000, 0.000, 17.882, 0.025, 4.760
1.200, 2, Sedan3, 83.549, 1.183, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 4.760
1.200, 3, Sedan4, -79.451, 11.129, 0.000, 1.708, 0.000, 0.000, 17.882, -0.015, 4.760
1.225, 0, Sedan, -136.137, 13.704, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 6.037
1.225, 1, Sedan2, -4.610, -61.953, 0.000, 1.691, 0.000, 0.000, 17.882, 0.038, 6.037
1.225, 2, Sedan3, 83.102, 1.174, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 6.037
1.225, 3, Sedan4, -79.525, 11.570, 0.000, 1.765, 0.000, 0.000, 17.882, -0.002, 6.037
1.250, 0, Sedan, -135.690, 13.710, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 1.031
1.250, 1, Sedan2, -4.677, -61.511, 0.000, 1.750, 0.000, 0.000, 17.882, 0.050, 1.031
1.250, 2, Sedan3, 82.655, 1.166, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 1.031
1.250, 3, Sedan4, -79.623, 12.006, 0.000, 1.821, 0.000, 0.000, 17.882, 0.010, 1.031
1.275, 0, Sedan, -135.243, 13.716, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 2.308
1.275, 1, Sedan2, -4.770, -61.074, 0.000, 1.810, 0.000, 0.000, 17.882, 0.062, 2.308
1.275, 2, Sedan3, 82.208, 1.157, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 2.308
1.275, 3, Sedan4, -79.747, 12.435, 0.000, 1.878, 0.000, 0.000, 17.882, 0.023, 2.308
1.300, 0, Sedan, -134.796, 13.721, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 3.586
1.300, 1, Sedan2, -4.889, -60.643, 0.000, 1.870, 0.000, 0.000, 17.882, 0.075, 3.586
1.300, 2, Sedan3, 81.761, 1.149, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 3.586
1.300, 3, Sedan4, -79.894, 12.857, 0.000, 1.935, 0.000, 0.000, 17.882, 0.035, 3.586
1.325, 0, Sedan, -134.349, 13.727, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 4.863
1.325, 1, Sedan2, -5.033, -60.220, 0.000, 1.930, 0.000, 0.000, 17.882, 0.087, 4.863
1.325, 2, Sedan3, 81.314, 1.141, 0.000, 3.160, 0.000, 0.000, 17.882, 0.000, 4.863
1.325, 3, Sedan4, -80.065, 13.270, 0.000, 1.992, 0.000, 0.000, 17.882, 0.048, 4.863
1.350, 0, Sedan, -133.902, 13.732, 0.000, 0.013, 0.000, 0.000, 17.882, 0.000, 6.140
