Version: 2, OpenDRIVE: ./ALKS_Road_straight.xodr, 3DModel: 
time, id, name, x, y, z, h, p, r, speed, wheel_angle, wheel_rot
1.150, 0, Ego, 24.167, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.496
1.150, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.150, 2, LeadVehicle, 62.500, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.496
1.175, 0, Ego, 24.583, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.687
1.175, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.175, 2, LeadVehicle, 62.917, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 5.687
1.200, 0, Ego, 25.000, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.594
1.200, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.200, 2, LeadVehicle, 63.333, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 0.594
1.225, 0, Ego, 25.417, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.785
1.225, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.225, 2, LeadVehicle, 63.750, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 1.785
1.250, 0, Ego, 25.833, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.975
1.250, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
1.250, 2, LeadVehicle, 64.167, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 2.975
1.275, 0, Ego, 26.250, -8.000, 0.000, 0.000, 0.000, 0.000, 16.667, 0.000, 4.166
1.275, 1, TargetBlocking, 500.000, -8.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000
